creative,feature,model,train,tone
GOV/CT FOLEY LESLIE,text,lsvm,1,1
GOV/CT FOLEY LESLIE,text,nsvm,1,1
GOV/CT FOLEY LESLIE,text,knn,1,1
GOV/CT FOLEY LESLIE,text,rf,1,1
GOV/CT FOLEY LESLIE,text,nb,1,1
GOV/CT FOLEY LESLIE,music,lsvm,1,1
GOV/CT FOLEY LESLIE,music,nsvm,1,1
GOV/CT FOLEY LESLIE,music,knn,1,1
GOV/CT FOLEY LESLIE,music,rf,1,1
GOV/CT FOLEY LESLIE,music,nb,1,1
GOV/CT FOLEY LESLIE,both,lsvm,1,1
GOV/CT FOLEY LESLIE,both,nsvm,1,1
GOV/CT FOLEY LESLIE,both,knn,1,1
GOV/CT FOLEY LESLIE,both,rf,1,1
GOV/CT FOLEY LESLIE,both,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,text,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,text,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,text,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,text,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,text,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,music,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,music,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,music,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,music,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,music,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,both,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,both,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,both,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,both,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,both,nb,1,1
GOV/CT FOLEY NEW GOVERNOR,text,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,text,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,text,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,text,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,text,nb,0,1
GOV/CT FOLEY NEW GOVERNOR,music,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,music,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,music,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,music,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,music,nb,0,0
GOV/CT FOLEY NEW GOVERNOR,both,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,both,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,both,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,both,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,both,nb,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,text,lsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,text,nsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,text,knn,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,text,rf,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,text,nb,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,music,lsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,music,nsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,music,knn,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,music,rf,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,music,nb,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,both,lsvm,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,both,nsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,both,knn,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,both,rf,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,both,nb,0,0
GOV/CT FOLEY SUCCESS STORY,text,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,text,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,text,knn,1,1
GOV/CT FOLEY SUCCESS STORY,text,rf,1,1
GOV/CT FOLEY SUCCESS STORY,text,nb,1,1
GOV/CT FOLEY SUCCESS STORY,music,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,music,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,music,knn,1,1
GOV/CT FOLEY SUCCESS STORY,music,rf,1,1
GOV/CT FOLEY SUCCESS STORY,music,nb,1,1
GOV/CT FOLEY SUCCESS STORY,both,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,both,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,both,knn,1,1
GOV/CT FOLEY SUCCESS STORY,both,rf,1,1
GOV/CT FOLEY SUCCESS STORY,both,nb,1,1
GOV/CT FOLEY WE HAVE A PLAN,text,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,text,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,text,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,text,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,text,nb,0,1
GOV/CT FOLEY WE HAVE A PLAN,music,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,music,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,music,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,music,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,music,nb,0,1
GOV/CT FOLEY WE HAVE A PLAN,both,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,both,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,both,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,both,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,both,nb,0,1
GOV/DE MARKELL LOSING JOBS 60,text,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,text,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,text,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,text,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,text,nb,1,1
GOV/DE MARKELL LOSING JOBS 60,music,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,music,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,music,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,music,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,music,nb,1,0
GOV/DE MARKELL LOSING JOBS 60,both,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,both,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,both,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,both,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,both,nb,1,1
GOV/DE MARKELL RACE TO THE TOP,text,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,text,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,text,knn,0,1
GOV/DE MARKELL RACE TO THE TOP,text,rf,0,1
GOV/DE MARKELL RACE TO THE TOP,text,nb,0,1
GOV/DE MARKELL RACE TO THE TOP,music,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,music,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,music,knn,0,0
GOV/DE MARKELL RACE TO THE TOP,music,rf,0,1
GOV/DE MARKELL RACE TO THE TOP,music,nb,0,0
GOV/DE MARKELL RACE TO THE TOP,both,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,both,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,both,knn,0,1
GOV/DE MARKELL RACE TO THE TOP,both,rf,0,0
GOV/DE MARKELL RACE TO THE TOP,both,nb,0,0
GOV/FL CRIST KEEPS SAYING IT,text,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,text,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,text,knn,1,0
GOV/FL CRIST KEEPS SAYING IT,text,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,text,nb,1,0
GOV/FL CRIST KEEPS SAYING IT,music,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,music,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,music,knn,1,0
GOV/FL CRIST KEEPS SAYING IT,music,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,music,nb,1,0
GOV/FL CRIST KEEPS SAYING IT,both,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,both,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,both,knn,1,1
GOV/FL CRIST KEEPS SAYING IT,both,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,both,nb,1,0
GOV/FL CRIST PRIVATE JET,text,lsvm,1,0
GOV/FL CRIST PRIVATE JET,text,nsvm,1,0
GOV/FL CRIST PRIVATE JET,text,knn,1,0
GOV/FL CRIST PRIVATE JET,text,rf,1,0
GOV/FL CRIST PRIVATE JET,text,nb,1,0
GOV/FL CRIST PRIVATE JET,music,lsvm,1,0
GOV/FL CRIST PRIVATE JET,music,nsvm,1,0
GOV/FL CRIST PRIVATE JET,music,knn,1,0
GOV/FL CRIST PRIVATE JET,music,rf,1,0
GOV/FL CRIST PRIVATE JET,music,nb,1,0
GOV/FL CRIST PRIVATE JET,both,lsvm,1,0
GOV/FL CRIST PRIVATE JET,both,nsvm,1,0
GOV/FL CRIST PRIVATE JET,both,knn,1,0
GOV/FL CRIST PRIVATE JET,both,rf,1,0
GOV/FL CRIST PRIVATE JET,both,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,text,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,text,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,text,knn,1,0
GOV/FL CRIST UNHEALTHY PROFITS,text,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,text,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,music,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,music,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,music,knn,1,1
GOV/FL CRIST UNHEALTHY PROFITS,music,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,music,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,both,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,both,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,both,knn,1,1
GOV/FL CRIST UNHEALTHY PROFITS,both,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,both,nb,1,0
GOV/FL SCOTT RUDY GIULIANI,text,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,text,nsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,text,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,text,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,text,nb,1,1
GOV/FL SCOTT RUDY GIULIANI,music,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,music,nsvm,1,0
GOV/FL SCOTT RUDY GIULIANI,music,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,music,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,music,nb,1,1
GOV/FL SCOTT RUDY GIULIANI,both,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,both,nsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,both,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,both,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,both,nb,1,1
GOV/GA CARTER CAME INTO OFFICE,text,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,text,nsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,text,knn,1,1
GOV/GA CARTER CAME INTO OFFICE,text,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,text,nb,1,0
GOV/GA CARTER CAME INTO OFFICE,music,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,music,nsvm,1,1
GOV/GA CARTER CAME INTO OFFICE,music,knn,1,1
GOV/GA CARTER CAME INTO OFFICE,music,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,music,nb,1,0
GOV/GA CARTER CAME INTO OFFICE,both,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,both,nsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,both,knn,1,1
GOV/GA CARTER CAME INTO OFFICE,both,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,both,nb,1,0
GOV/GA CARTER CAPITOL TODAY,text,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,text,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,text,knn,1,1
GOV/GA CARTER CAPITOL TODAY,text,rf,1,1
GOV/GA CARTER CAPITOL TODAY,text,nb,1,1
GOV/GA CARTER CAPITOL TODAY,music,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,music,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,music,knn,1,1
GOV/GA CARTER CAPITOL TODAY,music,rf,1,1
GOV/GA CARTER CAPITOL TODAY,music,nb,1,0
GOV/GA CARTER CAPITOL TODAY,both,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,both,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,both,knn,1,1
GOV/GA CARTER CAPITOL TODAY,both,rf,1,1
GOV/GA CARTER CAPITOL TODAY,both,nb,1,1
GOV/GA CARTER DEAL TALKS ABOUT,text,lsvm,1,1
GOV/GA CARTER DEAL TALKS ABOUT,text,nsvm,1,1
GOV/GA CARTER DEAL TALKS ABOUT,text,knn,1,1
GOV/GA CARTER DEAL TALKS ABOUT,text,rf,1,0
GOV/GA CARTER DEAL TALKS ABOUT,text,nb,1,0
GOV/GA CARTER DEAL TALKS ABOUT,music,lsvm,1,0
GOV/GA CARTER DEAL TALKS ABOUT,music,nsvm,1,0
GOV/GA CARTER DEAL TALKS ABOUT,music,knn,1,0
GOV/GA CARTER DEAL TALKS ABOUT,music,rf,1,0
GOV/GA CARTER DEAL TALKS ABOUT,music,nb,1,0
GOV/GA CARTER DEAL TALKS ABOUT,both,lsvm,1,0
GOV/GA CARTER DEAL TALKS ABOUT,both,nsvm,1,1
GOV/GA CARTER DEAL TALKS ABOUT,both,knn,1,1
GOV/GA CARTER DEAL TALKS ABOUT,both,rf,1,0
GOV/GA CARTER DEAL TALKS ABOUT,both,nb,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,text,lsvm,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,text,nsvm,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,text,knn,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,text,rf,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,text,nb,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,music,lsvm,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,music,nsvm,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,music,knn,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,music,rf,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,music,nb,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,both,lsvm,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,both,nsvm,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,both,knn,1,0
GOV/GA CARTER FALSE NEGATIVE ADS,both,rf,1,1
GOV/GA CARTER FALSE NEGATIVE ADS,both,nb,1,0
GOV/GA CARTER MY FOCUS,text,lsvm,1,0
GOV/GA CARTER MY FOCUS,text,nsvm,1,0
GOV/GA CARTER MY FOCUS,text,knn,1,1
GOV/GA CARTER MY FOCUS,text,rf,1,0
GOV/GA CARTER MY FOCUS,text,nb,1,1
GOV/GA CARTER MY FOCUS,music,lsvm,1,0
GOV/GA CARTER MY FOCUS,music,nsvm,1,0
GOV/GA CARTER MY FOCUS,music,knn,1,0
GOV/GA CARTER MY FOCUS,music,rf,1,0
GOV/GA CARTER MY FOCUS,music,nb,1,0
GOV/GA CARTER MY FOCUS,both,lsvm,1,0
GOV/GA CARTER MY FOCUS,both,nsvm,1,0
GOV/GA CARTER MY FOCUS,both,knn,1,0
GOV/GA CARTER MY FOCUS,both,rf,1,0
GOV/GA CARTER MY FOCUS,both,nb,1,0
GOV/GA CARTER MY KIDS 60,text,lsvm,0,1
GOV/GA CARTER MY KIDS 60,text,nsvm,0,1
GOV/GA CARTER MY KIDS 60,text,knn,0,1
GOV/GA CARTER MY KIDS 60,text,rf,0,1
GOV/GA CARTER MY KIDS 60,text,nb,0,1
GOV/GA CARTER MY KIDS 60,music,lsvm,0,1
GOV/GA CARTER MY KIDS 60,music,nsvm,0,1
GOV/GA CARTER MY KIDS 60,music,knn,0,1
GOV/GA CARTER MY KIDS 60,music,rf,0,1
GOV/GA CARTER MY KIDS 60,music,nb,0,1
GOV/GA CARTER MY KIDS 60,both,lsvm,0,1
GOV/GA CARTER MY KIDS 60,both,nsvm,0,1
GOV/GA CARTER MY KIDS 60,both,knn,0,1
GOV/GA CARTER MY KIDS 60,both,rf,0,1
GOV/GA CARTER MY KIDS 60,both,nb,0,1
GOV/GA CARTER&DPOG GEORGIA IS READY,text,lsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,text,nsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,text,knn,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,text,rf,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,text,nb,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,music,lsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,music,nsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,music,knn,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,music,rf,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,music,nb,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,both,lsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,both,nsvm,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,both,knn,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,both,rf,1,1
GOV/GA CARTER&DPOG GEORGIA IS READY,both,nb,1,1
GOV/GA CARTER&DPOG REMEMBER,text,lsvm,1,0
GOV/GA CARTER&DPOG REMEMBER,text,nsvm,1,1
GOV/GA CARTER&DPOG REMEMBER,text,knn,1,1
GOV/GA CARTER&DPOG REMEMBER,text,rf,1,0
GOV/GA CARTER&DPOG REMEMBER,text,nb,1,0
GOV/GA CARTER&DPOG REMEMBER,music,lsvm,1,0
GOV/GA CARTER&DPOG REMEMBER,music,nsvm,1,0
GOV/GA CARTER&DPOG REMEMBER,music,knn,1,0
GOV/GA CARTER&DPOG REMEMBER,music,rf,1,0
GOV/GA CARTER&DPOG REMEMBER,music,nb,1,0
GOV/GA CARTER&DPOG REMEMBER,both,lsvm,1,0
GOV/GA CARTER&DPOG REMEMBER,both,nsvm,1,0
GOV/GA CARTER&DPOG REMEMBER,both,knn,1,0
GOV/GA CARTER&DPOG REMEMBER,both,rf,1,0
GOV/GA CARTER&DPOG REMEMBER,both,nb,1,0
GOV/GA DEAL DAWN PUGH JUSTUS,text,lsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,text,nsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,text,knn,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,text,rf,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,text,nb,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,music,lsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,music,nsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,music,knn,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,music,rf,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,music,nb,1,0
GOV/GA DEAL DAWN PUGH JUSTUS,both,lsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,both,nsvm,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,both,knn,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,both,rf,1,1
GOV/GA DEAL DAWN PUGH JUSTUS,both,nb,1,1
GOV/GA DEAL FIRST PLACE,text,lsvm,1,1
GOV/GA DEAL FIRST PLACE,text,nsvm,1,1
GOV/GA DEAL FIRST PLACE,text,knn,1,1
GOV/GA DEAL FIRST PLACE,text,rf,1,1
GOV/GA DEAL FIRST PLACE,text,nb,1,1
GOV/GA DEAL FIRST PLACE,music,lsvm,1,0
GOV/GA DEAL FIRST PLACE,music,nsvm,1,0
GOV/GA DEAL FIRST PLACE,music,knn,1,1
GOV/GA DEAL FIRST PLACE,music,rf,1,1
GOV/GA DEAL FIRST PLACE,music,nb,1,0
GOV/GA DEAL FIRST PLACE,both,lsvm,1,1
GOV/GA DEAL FIRST PLACE,both,nsvm,1,1
GOV/GA DEAL FIRST PLACE,both,knn,1,1
GOV/GA DEAL FIRST PLACE,both,rf,1,1
GOV/GA DEAL FIRST PLACE,both,nb,1,1
GOV/GA DEAL NUMBER ONE,text,lsvm,1,1
GOV/GA DEAL NUMBER ONE,text,nsvm,1,1
GOV/GA DEAL NUMBER ONE,text,knn,1,1
GOV/GA DEAL NUMBER ONE,text,rf,1,1
GOV/GA DEAL NUMBER ONE,text,nb,1,1
GOV/GA DEAL NUMBER ONE,music,lsvm,1,1
GOV/GA DEAL NUMBER ONE,music,nsvm,1,1
GOV/GA DEAL NUMBER ONE,music,knn,1,1
GOV/GA DEAL NUMBER ONE,music,rf,1,1
GOV/GA DEAL NUMBER ONE,music,nb,1,1
GOV/GA DEAL NUMBER ONE,both,lsvm,1,1
GOV/GA DEAL NUMBER ONE,both,nsvm,1,1
GOV/GA DEAL NUMBER ONE,both,knn,1,1
GOV/GA DEAL NUMBER ONE,both,rf,1,1
GOV/GA DEAL NUMBER ONE,both,nb,1,1
GOV/GA DEAL ON THE MOVE,text,lsvm,0,1
GOV/GA DEAL ON THE MOVE,text,nsvm,0,1
GOV/GA DEAL ON THE MOVE,text,knn,0,1
GOV/GA DEAL ON THE MOVE,text,rf,0,1
GOV/GA DEAL ON THE MOVE,text,nb,0,1
GOV/GA DEAL ON THE MOVE,music,lsvm,0,1
GOV/GA DEAL ON THE MOVE,music,nsvm,0,1
GOV/GA DEAL ON THE MOVE,music,knn,0,1
GOV/GA DEAL ON THE MOVE,music,rf,0,1
GOV/GA DEAL ON THE MOVE,music,nb,0,1
GOV/GA DEAL ON THE MOVE,both,lsvm,0,1
GOV/GA DEAL ON THE MOVE,both,nsvm,0,1
GOV/GA DEAL ON THE MOVE,both,knn,0,1
GOV/GA DEAL ON THE MOVE,both,rf,0,1
GOV/GA DEAL ON THE MOVE,both,nb,0,1
GOV/GA DEAL SANDRA DEAL,text,lsvm,1,1
GOV/GA DEAL SANDRA DEAL,text,nsvm,1,1
GOV/GA DEAL SANDRA DEAL,text,knn,1,1
GOV/GA DEAL SANDRA DEAL,text,rf,1,1
GOV/GA DEAL SANDRA DEAL,text,nb,1,1
GOV/GA DEAL SANDRA DEAL,music,lsvm,1,1
GOV/GA DEAL SANDRA DEAL,music,nsvm,1,1
GOV/GA DEAL SANDRA DEAL,music,knn,1,1
GOV/GA DEAL SANDRA DEAL,music,rf,1,1
GOV/GA DEAL SANDRA DEAL,music,nb,1,1
GOV/GA DEAL SANDRA DEAL,both,lsvm,1,1
GOV/GA DEAL SANDRA DEAL,both,nsvm,1,1
GOV/GA DEAL SANDRA DEAL,both,knn,1,1
GOV/GA DEAL SANDRA DEAL,both,rf,1,1
GOV/GA DEAL SANDRA DEAL,both,nb,1,1
GOV/GA DEAL SUCCESS,text,lsvm,1,1
GOV/GA DEAL SUCCESS,text,nsvm,1,1
GOV/GA DEAL SUCCESS,text,knn,1,1
GOV/GA DEAL SUCCESS,text,rf,1,1
GOV/GA DEAL SUCCESS,text,nb,1,1
GOV/GA DEAL SUCCESS,music,lsvm,1,1
GOV/GA DEAL SUCCESS,music,nsvm,1,1
GOV/GA DEAL SUCCESS,music,knn,1,1
GOV/GA DEAL SUCCESS,music,rf,1,1
GOV/GA DEAL SUCCESS,music,nb,1,0
GOV/GA DEAL SUCCESS,both,lsvm,1,1
GOV/GA DEAL SUCCESS,both,nsvm,1,1
GOV/GA DEAL SUCCESS,both,knn,1,1
GOV/GA DEAL SUCCESS,both,rf,1,1
GOV/GA DEAL SUCCESS,both,nb,1,1
GOV/HI AIONA IT'S TIME,text,lsvm,1,1
GOV/HI AIONA IT'S TIME,text,nsvm,1,1
GOV/HI AIONA IT'S TIME,text,knn,1,1
GOV/HI AIONA IT'S TIME,text,rf,1,1
GOV/HI AIONA IT'S TIME,text,nb,1,1
GOV/HI AIONA IT'S TIME,music,lsvm,1,1
GOV/HI AIONA IT'S TIME,music,nsvm,1,1
GOV/HI AIONA IT'S TIME,music,knn,1,1
GOV/HI AIONA IT'S TIME,music,rf,1,1
GOV/HI AIONA IT'S TIME,music,nb,1,1
GOV/HI AIONA IT'S TIME,both,lsvm,1,1
GOV/HI AIONA IT'S TIME,both,nsvm,1,1
GOV/HI AIONA IT'S TIME,both,knn,1,1
GOV/HI AIONA IT'S TIME,both,rf,1,1
GOV/HI AIONA IT'S TIME,both,nb,1,1
GOV/HI AIONA MIDDLE CLASS,text,lsvm,1,1
GOV/HI AIONA MIDDLE CLASS,text,nsvm,1,0
GOV/HI AIONA MIDDLE CLASS,text,knn,1,0
GOV/HI AIONA MIDDLE CLASS,text,rf,1,1
GOV/HI AIONA MIDDLE CLASS,text,nb,1,1
GOV/HI AIONA MIDDLE CLASS,music,lsvm,1,1
GOV/HI AIONA MIDDLE CLASS,music,nsvm,1,1
GOV/HI AIONA MIDDLE CLASS,music,knn,1,1
GOV/HI AIONA MIDDLE CLASS,music,rf,1,1
GOV/HI AIONA MIDDLE CLASS,music,nb,1,1
GOV/HI AIONA MIDDLE CLASS,both,lsvm,1,1
GOV/HI AIONA MIDDLE CLASS,both,nsvm,1,1
GOV/HI AIONA MIDDLE CLASS,both,knn,1,1
GOV/HI AIONA MIDDLE CLASS,both,rf,1,1
GOV/HI AIONA MIDDLE CLASS,both,nb,1,1
GOV/HI AIONA SEE IT EVERYWHERE,text,lsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,text,nsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,text,knn,1,1
GOV/HI AIONA SEE IT EVERYWHERE,text,rf,1,1
GOV/HI AIONA SEE IT EVERYWHERE,text,nb,1,1
GOV/HI AIONA SEE IT EVERYWHERE,music,lsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,music,nsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,music,knn,1,1
GOV/HI AIONA SEE IT EVERYWHERE,music,rf,1,1
GOV/HI AIONA SEE IT EVERYWHERE,music,nb,1,1
GOV/HI AIONA SEE IT EVERYWHERE,both,lsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,both,nsvm,1,1
GOV/HI AIONA SEE IT EVERYWHERE,both,knn,1,1
GOV/HI AIONA SEE IT EVERYWHERE,both,rf,1,1
GOV/HI AIONA SEE IT EVERYWHERE,both,nb,1,1
GOV/HI AIONA VISION,text,lsvm,1,1
GOV/HI AIONA VISION,text,nsvm,1,1
GOV/HI AIONA VISION,text,knn,1,1
GOV/HI AIONA VISION,text,rf,1,1
GOV/HI AIONA VISION,text,nb,1,1
GOV/HI AIONA VISION,music,lsvm,1,1
GOV/HI AIONA VISION,music,nsvm,1,1
GOV/HI AIONA VISION,music,knn,1,1
GOV/HI AIONA VISION,music,rf,1,1
GOV/HI AIONA VISION,music,nb,1,1
GOV/HI AIONA VISION,both,lsvm,1,1
GOV/HI AIONA VISION,both,nsvm,1,1
GOV/HI AIONA VISION,both,knn,1,1
GOV/HI AIONA VISION,both,rf,1,1
GOV/HI AIONA VISION,both,nb,1,1
