creative,train,uid,music1,music2,music3,music4
HOUSE/NY25 SLAUGHTER STATE AUDITS SHOW,1,6Aj9elyd1Vg,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,0,lD3_n6mXc7Y,1,0,0,1
HOUSE/NY25 SLAUGHTER WE CAN'T STOP FIGHTING,1,RyGRQrlBA2Q,0,1,0,0
HOUSE/NY25 SLAUGHTER&DCCC MADE IN AMERICA,1,fYa3DVmXdrI,0,1,0,0
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,0,nbCY2oQiuLw,0,1,0,1
HOUSE/NY26 MADIGAN THIS REGION RATED MOST HOSTILE TO BUSINESS,1,WfCld_MUE3Q,0,1,0,1
HOUSE/NY27 COLLINS JOBS,1,LerLQAm5Zrg,0,1,0,0
HOUSE/NY27 HOCHUL COLLINS FIRED WORKERS,1,8JNnIndE0XA,0,0,1,1
HOUSE/NY27 HOCHUL LEAVE MY FAMILY OUT OF IT,1,UIyVyHnpasM,1,0,0,1
HOUSE/NY27 HOCHUL LOOK IT UP,1,8rrXesXudWw,1,0,0,1
HOUSE/NY27 HOCHUL NATIONAL DEBT,0,ioPXI2jyYyM,0,1,1,0
HOUSE/NY27 HOCHUL TOUGH CHOICES,1,UKNEFF9O-XA,0,1,1,0
HOUSE/NY27 HOCHUL&NYSDC CHRIS COLLINS AND JOBS,1,q_yBtYgWdl8,0,1,1,0
HOUSE/OH01 CHABOT GROWING UP,0,hD2YCNsiEQ4,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,0,eMA_q1TWWaI,0,1,0,0
HOUSE/OH05 LATTA CORE VALUES,1,CdB03_SKw6Q,0,1,0,0
HOUSE/OH05 LATTA OUR DAD,1,zmtydf-k870,0,1,0,0
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,0,8EmTJMP4Zrk,1,1,0,1
HOUSE/OH05 LATTA WOULDN'T KNOW IT,0,daO-xwnoKFM,0,1,0,0
HOUSE/OH05 LATTA ZIMMANN SHAME ON YOU,1,JHNfMTPrhVY,0,1,0,0
HOUSE/OH05 ZIMMANN BETTER CHOICE,1,bfNraG8Q2HU,0,1,0,0
HOUSE/OH05 ZIMMANN LATTA ASHAMED,1,CTxz91-SvQo,0,0,1,1
HOUSE/OH06 WILSON CHUCK STRIZAK ANGRY,1,eigPANDHjQc,1,1,0,0
HOUSE/OH06 WILSON JOHNNY WAUGH I WORKED HERE,1,0bugwJQndjI,1,0,0,1
HOUSE/OH06 WILSON JOHNSON FOR CHINA,1,3L46CMllmh4,1,0,0,1
HOUSE/OH06 WILSON JOHNSON NOT TRUE,1,igToiQH7wrY,1,1,0,1
HOUSE/OH06 WILSON JOHNSON OUTSOURCED,1,QW9RrpuvB84,1,1,0,1
HOUSE/OH06 WILSON THE FACTS,1,eORrpigjBoI,1,1,0,1
HOUSE/OH06 WILSON&DCCC AMERICAN JOBS,1,teGfyNOfH_0,1,1,0,1
HOUSE/OH07 GIBBS IS DIFFERENT,1,481OUXY731c,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE,1,wjheyrQ6UWo,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,0,9IfFho0OcF0,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS JOBS PLAN 15,1,CfqsTYKSaTE,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS,1,DHCbvb5JtMA,1,0,1,1
HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS 10,1,zz74CXq7Jv4,1,0,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,0,-t1BGsixtmI,0,1,0,0
HOUSE/OH10 NEUHARDT JIMMY,1,HjOcsYTTh1o,0,0,1,1
HOUSE/OH12 TIBERI REGULATIONS AND TAX CODE,1,4vX_0dwxxyI,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,0,wIb71MMRRyU,0,1,0,0
HOUSE/OH12 TIBERI WASHINGTON ISN'T THE ONLY CHAOS,1,D6THpDvh6CA,0,1,0,0
HOUSE/OH13 SUTTON OHIO TOUGHNESS,1,RRS9OZ-os80,0,1,0,0
HOUSE/OH14 JOYCE POWER PLANT,1,BOT73GIBWro,0,1,0,0
HOUSE/OH14 JOYCE WHO IS MICHAEL WAGER,1,sqlUWvevsuE,1,1,0,1
HOUSE/OH15 STIVERS ANGELA KING,1,ZMWK3ZdkbMY,0,1,0,0
HOUSE/OH15 STIVERS DURING THE MONTH OF OCTOBER,1,KTdXG7QO3DE,1,0,0,0
HOUSE/OH15 STIVERS IT'S MORNING,1,RJLtQrmYaw8,0,1,0,1
HOUSE/OH15 STIVERS LEAD BY EXAMPLE,1,FAOZlnyUOuE,0,1,0,0
HOUSE/OH15 STIVERS THEIR FUTURE,1,3BiYZNqrDY4,0,1,1,0
HOUSE/OH16 RENACCI CANCER FUNDING ITS PERSONAL,1,q4JFfS8-hK0,0,1,0,0
HOUSE/OH16 RENACCI DEALERSHIP,1,mDojQ-dfslY,0,0,1,1
HOUSE/OH16 RENACCI WATCHED TV,1,Kx5cTN5S7VY,0,1,0,0
HOUSE/OK01 BRIDENSTINE TOM COBURN ENDORSEMENT,1,l-_ovjgSLKk,0,1,0,0
HOUSE/OK01 BRIDENSTINE WITH THE RIGHT POLICIES,1,NPRhmm6On3Y,0,1,0,0
HOUSE/OK01 OLSON I'M RUNNING FOR,1,ogQJwIFc8PA,0,1,0,0
HOUSE/OK02 MULLIN MY GRANDAD PROUDLY SERVED,1,5EGvNINk9XY,0,1,0,0
HOUSE/OK02 MULLIN RANCHER FATHER JOB CREATOR,1,Bidwm7fXEnY,0,1,0,0
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,0,UFHm5e8joIc,1,1,0,1
HOUSE/OK02 WALLACE DIFFERENT,1,AKGW5nCWd5I,1,1,0,1
HOUSE/OK03 LUCAS EFFECTIVE VOICE,1,G911p1wW4fw,0,1,1,0
HOUSE/OK05 GUILD LANKFORD DO NOTHING,1,bNEm5--2uLI,1,1,0,1
HOUSE/OK05 GUILD LANKFORD ISN'T LISTENING TO WOMEN,1,R19WEU1mx5c,1,0,0,1
HOUSE/OK05 GUILD LANKFORD RADICAL CHANGES,1,qo0agV1ycEc,1,1,0,1
HOUSE/OK05 RUSSELL CHANGE WASHINGTON REV,1,IchEBBc8snI,0,1,0,0
HOUSE/OK05 RUSSELL FUTURE WORTH PROTECTING,1,47YBO9ZAqUY,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,0,bDg2SZ6dJTg,0,1,0,0
HOUSE/OR02 WALDEN CATASTROPHIC WILDFIRES,1,MJ0wtx-fkrs,1,1,0,1
HOUSE/OR02 WALDEN SOME THINGS WE CAN AGREE ON,1,dMW5j-bqrOM,0,1,1,0
HOUSE/OR03 BLUMENAUER WE CAN MOVE FORWARD,1,HzRjGtubbcA,0,1,0,0
HOUSE/OR05 SCHRADER BARN FULL OF ANIMALS,1,VnbzKuaTqag,0,1,1,0
HOUSE/OR05 SCHRADER FOR GENERATIONS,1,wJ1Hcgh-6Tk,0,1,0,0
HOUSE/PA03 KELLY BRIANNA COMMERFORD,1,3EnKl5lX1p4,0,1,0,0
HOUSE/PA03 KELLY THIS HOUSE,1,kgIdvlEXEz4,0,1,0,0
HOUSE/PA03 KELLY WHEN I WAS A BOY,1,rj5vZO-z8L4,0,1,1,0
HOUSE/PA05 TAYLOR WOMEN'S ISSUES,1,Ar5PI4DaiHk,0,1,0,0
HOUSE/PA06 COSTELLO CHRISTINE,1,uS9dfcTEZpw,0,1,0,0
HOUSE/PA06 TRIVEDI JOINED THE MARINES,1,WOWgzySePOc,0,0,1,1
HOUSE/PA08 FITZPATRICK AS PARENTS,1,m_VVX1dxDIY,0,1,0,0
HOUSE/PA10 BRION THIS LAND,1,tBLtDEbP6jA,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,0,oBSyJXLkujw,0,1,0,0
HOUSE/PA10 SCOLLO MARINO IS NOT FOR US,1,zy8jN7QAio0,0,0,1,1
HOUSE/PA11 BARLETTA FIGHTING FOR TAXPAYERS,1,JpZHnpTqViA,1,0,0,1
HOUSE/PA11 BARLETTA FIGHTING FOR US,1,B60_fkyE2LA,1,1,0,1
HOUSE/PA12 ROTHFUS ALICES,1,YVT-tGVD-3o,0,1,0,0
HOUSE/PA12 ROTHFUS ANSWER IS SIMPLE,1,VK-zGxUegp4,0,1,0,0
HOUSE/PA12 ROTHFUS CANCER,1,XSvkony70Kg,0,1,1,1
HOUSE/PA12 ROTHFUS CRITZ BROKE HIS WORD,1,1iZvNih3vBw,1,0,0,1
HOUSE/PA12 ROTHFUS CRITZ SHAME ON YOU,1,iTt5hIOUza4,1,0,0,1
HOUSE/PA12 ROTHFUS GOLF,1,deH47Oq68zk,0,1,0,0
HOUSE/PA12 ROTHFUS I CAN'T BELIEVE,1,ILA_g9WJARg,0,1,0,0
HOUSE/PA12 ROTHFUS KEITH'S BOSS,1,AjWdyjgGhOg,0,1,0,1
HOUSE/PA12 ROTHFUS SIX VETERANS,0,9EkFCgm8fu4,0,1,1,0
HOUSE/PA12 ROTHFUS&NRCC REGULAR GUY,1,-iV6ekGX1XM,0,1,0,0
HOUSE/PA15 DENT I DISAGREE,0,LAjPLLjTHEE,0,1,0,1
HOUSE/PA15 DENT IT'S ABOUT JOBS,1,Lf2Um7FDp_g,1,1,0,1
HOUSE/PA16 PITTS EVERY TIME I VOTE,0,rD6ONumKmgc,0,1,0,0
HOUSE/PA16 PITTS POLITICAL GAMES,1,gfJoI-lJmQk,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,0,wzN1G8SmROc,0,1,0,0
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,0,WfZdVcT2j9k,0,1,0,1
HOUSE/PA18 MAGGI NOT TOO BAD,1,DR3x5ahJcsQ,0,1,1,0
HOUSE/PA18 MURPHY HE WROTE,1,8ket6PBtBIo,0,1,0,1
HOUSE/RI01 CICILLINE ANDREA RYDER,1,PKggSrAld48,0,0,1,1
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,0,bbtvA8ZWlF0,0,1,0,0
HOUSE/RI01 CICILLINE HELPED REV,1,qPUxHeIsYLc,0,1,1,0
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,0,uHV-IwI6P80,1,1,0,1
HOUSE/RI01 CICILLINE SIXTY-THOUSAND OUT OF WORK,1,ZDVG15sdt3M,1,1,0,1
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,0,QSsET3qVyUM,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC OUTRAGEOUS ATTACKS,1,rfbkeruv6gc,0,0,1,1
HOUSE/RI02 LANGEVIN HE LISTENS TO US,1,lb4m3nIJEKo,0,1,0,0
HOUSE/RI02 LANGEVIN&RIDSC RILEY WHO IS,1,F2CM15XfXNI,0,1,0,1
HOUSE/RI02 RILEY LANGEVIN WHAT POLITICIAN,1,Rx47lu2EnbY,1,0,1,1
HOUSE/RI02 RILEY RHODOPOLY,1,hUyCe1pwVoE,1,0,0,1
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,0,dVL_d8BCwK4,0,1,0,0
HOUSE/SC05 MULVANEY MY DAD TOLD ME,1,mMxGiK9YjOo,0,1,1,0
HOUSE/SD01 NOEM IS A FIGHTER,0,3sj8gc5h92I,0,1,0,0
HOUSE/SD01 NOEM LOSSES,1,aHf7wBEOBpg,0,1,1,1
HOUSE/SD01 NOEM TRASH DAY,1,GUJE9RdAXxY,0,1,0,0
HOUSE/SD01 NOEM WORKING FOR SOUTH DAKOTA,1,gsNZnSGk5X4,0,1,0,1
HOUSE/SD01 VARILEK HORSESHOES,1,MVnLSfv6uYU,0,1,0,0
HOUSE/SD01 VARILEK NOEM WE KNOW,0,ZeCLQPwgnMo,0,0,0,1
HOUSE/SD01 VARILEK NOEM'S NOT DOING HER CHORES,1,Vo_fUHaEeo0,1,0,0,1
HOUSE/SD01 VARILEK PEOPLE ASK ME,1,EBI0LsrVEGA,0,1,0,0
HOUSE/SD01 VARILEK SHOW UP,1,89l6NbBW8cc,0,1,0,0
HOUSE/SD01 VARILEK&SDDP NOEM ON HER PHONE,1,FfI7cBxLs-I,1,0,1,1
HOUSE/TN03 FLEISCHMANN STARTING JANUARY FIRST,1,pdT0XmZ6tcU,1,1,0,0
HOUSE/TN03 HEADRICK EXTREMELY IMPORTANT,1,lIBvRAs4cr4,0,1,0,0
HOUSE/TN04 DESJARLAIS DOES WHAT HE SAYS,1,7QscQwyNXJ0,0,1,0,0
HOUSE/TN04 STEWART CONGRESS IS A MESS,1,nlm-tcI6_9s,0,1,0,0
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,0,kL3naUCLT2Q,0,1,1,1
HOUSE/TN09 COHEN KEEP GOIN',1,VRWrUaY_D3o,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' CARS JOBS WOMEN HEALTHCARE,1,RzAq-kuFtu4,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' EDUCATION NAACP,1,orY4pU9tFpo,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' REV,1,HO245bcBsKA,0,1,0,0
HOUSE/TN09 FLINN COHEN YOU HAD YOUR CHANCE,1,QfC4uTQxUDQ,0,0,0,0
HOUSE/TN09 FLINN OUR NEIGHBORS KNOW,1,tW9PWiGPhFQ,0,1,0,0
HOUSE/TN09 FLINN SCRAP IRON,1,RPSqIN5zWfo,0,1,0,0
HOUSE/TN09 FLINN WHERE'S COHEN,1,vvSSJsl8D44,1,1,0,1
HOUSE/TX15 HINOJOSA WHY BE A CONGRESSMAN,1,8iAdDiBWTq4,0,1,0,0
HOUSE/TX15 ZAMORA AHORA CON ZAMORA,1,JI_lfUuwZq8,0,1,0,0
"HOUSE/TX15 ZAMORA OVER 800,000 BABIES",1,fU5b5KuJX70,1,0,0,1
HOUSE/TX15 ZAMORA PAST 18 YEARS,1,tSQcccrFOJY,1,0,0,1
HOUSE/TX23 CANSECO IT'S ALL FALSE,1,DHjqrpGymdQ,0,1,0,1
HOUSE/TX23 CANSECO POWERED BY ENERGY,1,LUuzWq45NK0,0,1,0,0
HOUSE/TX23 CANSECO RACE FOR CONGRESS,1,tgK1tkH9UpE,0,0,1,0
HOUSE/TX23 CANSECO SERIOUS CROSSROADS,1,vyejfFjqiYg,0,1,0,0
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,0,TToI5xWCVIg,1,1,0,1
HOUSE/TX23 GALLEGO SACRIFICE,1,ZNfDTlI6miU,0,1,1,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,0,B_eBnf36fTE,1,1,0,1
HOUSE/TX23 HURD HAVE YOU HEARD,1,jUq15dtjYgI,0,1,0,0
HOUSE/TX25 WILLIAMS THE FUTURE OF AMERICA,1,g0zAGLm8_Z8,1,1,0,1
HOUSE/TX27 FARENTHOLD LOST CONFIDENCE,1,qTeU0OO2Fn4,1,0,0,0
HOUSE/TX27 FARENTHOLD VOTING,1,N-ciMuGLx4k,0,1,0,0
HOUSE/TX27 REED VETERANS DISABILITY BENEFITS,1,rZMntH6uU-c,1,1,0,0
HOUSE/TX28 CUELLAR MY JOB,0,tHr_BYOTC3A,0,1,0,0
HOUSE/TX28 CUELLAR VOTE FOR,1,Nk2UEWcj7lY,0,1,1,0
HOUSE/TX34 PUENTE-BRADSHAW MY MOTHER,1,js5I6SSCO54,0,1,0,0
HOUSE/UT04 LOVE AS OUR MAYOR,1,QDZrXbjPHuM,0,1,0,0
HOUSE/UT04 LOVE AUTUMN IN UTAH,1,uj8grbmS3u8,0,1,0,0
HOUSE/UT04 LOVE GET AWAY FROM MY TRUCK,1,5pDIAqaLiZo,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,0,vagZJERV_S8,0,1,0,0
HOUSE/UT04 LOVE MATHESON WRONG ON TAX RECORD,1,ULcinFWGclQ,0,0,0,0
HOUSE/UT04 LOVE MITT ROMNEY,1,JtFiVg0jAk8,0,1,0,0
HOUSE/UT04 LOVE MUCH AT STAKE,1,ys_FSTGh4a0,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,0,I3VMYzNgD8s,0,1,0,0
HOUSE/UT04 LOVE ONE SIZE FITS ALL,1,xoWVWsl8hO4,1,1,0,1
HOUSE/UT04 LOVE STUDENT LOAN INDUSTRY 15,1,Z7L3V5bwzI0,0,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,0,AKwIIAa8e1c,1,1,0,0
HOUSE/UT04 MATHESON I'VE LEARNED,1,sg9Wn4l8AZQ,0,1,0,0
HOUSE/UT04 MATHESON LOVE ON EDUCATION,1,h7PTC0kSE6s,1,0,0,1
HOUSE/UT04 MATHESON NORMA,1,8-GKedv0ksw,0,1,1,1
HOUSE/VA02 HIRSCHBIEL ACCOUNTABLE,1,Sb2S12lcjKk,0,1,0,0
HOUSE/VA02 HIRSCHBIEL MARK WARNER ENDORSEMENT,1,HporDcWBDNA,0,1,0,0
HOUSE/VA02 HIRSCHBIEL PERSONAL ATTACKS,1,RctILbSwPqw,0,1,1,1
HOUSE/VA02 HIRSCHBIEL RIGELL DOESN'T SHARE MY VALUES,1,YloNXLyEKJE,1,0,1,1
HOUSE/VA02 HIRSCHBIEL TEACHER,1,J72gLvvsOnk,0,1,0,0
HOUSE/VA02 RIGELL DEFINING MOMENT FOR OUR COUNTRY,1,J_wjHdSR2W4,0,1,0,0
HOUSE/VA02 RIGELL HIRSCHBIEL A SHAME,1,JJIassHFztw,0,1,0,0
HOUSE/VA02 RIGELL JERSEY,1,iRPJLngbv8Y,0,1,0,0
HOUSE/VA02 RIGELL PERFORMANCE REVIEW,1,57I5WC7Ypgs,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,0,8b7JKpCPFrs,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,0,nIvquBnwWgE,0,1,1,1
HOUSE/VA04 FORBES LAND OF THE FREE,0,HJhqnLxeJsc,0,1,1,1
HOUSE/VA05 HURT DOUGLASS HOW MANY MORE,1,mucydDFCb4o,1,0,0,1
HOUSE/VA05 HURT DOUGLASS TOLD US,0,1WHVpTm5k1o,0,1,0,0
HOUSE/VA05 HURT WILL FIGHT WASHINGTON,1,5EplQcpi0gA,0,1,0,0
HOUSE/VA07 TRAMMELL BIG DIFFERENCE,1,EhL-pi5U7c8,1,0,0,0
HOUSE/VA07 TRAMMELL LIVE ON THIS FARM,1,JHzALz19ZeY,0,1,0,0
HOUSE/VA09 FLACCAVENTO TOM BOYLE,1,FTHw0RbcaXU,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,0,KsqsJ88UPB4,1,1,0,1
HOUSE/VA09 GRIFFITH IT'S ABOUT PROTECTING,1,ah59qTpAcTk,0,1,0,0
HOUSE/VA10 COMSTOCK FRANK WOLF,1,3c3SVliCyRA,0,1,0,0
HOUSE/VA10 DCCC&FOUST MAKE ABORTION ILLEGAL,1,iv-YscLpXuk,0,0,1,1
HOUSE/VA10 FOUST CREATIVELEY MISLEADING,1,gWW_ujBo7yk,1,0,0,1
HOUSE/WA01 DELBENE CONGRESS IS A MESS,0,uVuxCtwvMv0,1,1,0,0
HOUSE/WA01 DELBENE FOOTBALL REFEREE,1,gW4es9KUuGM,0,1,0,0
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,0,_Tjl3xCu4-A,0,1,1,1
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,0,gp2-XtiWXhk,0,1,1,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,0,ukbR46IUAIY,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER SOME PEOPLE ASK ME,1,b_mxW0gKPMY,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,0,i_jJXcJrL9g,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS DEBT,1,l8HIa9tmjFg,0,1,0,1
HOUSE/WA05 MCMORRIS-RODGERS FAIRCHILD,1,0wewW6EdsVw,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,0,63LM7-ba6h0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS SERVICE MEMBERS,1,Kk0VVI8Z8QA,0,1,1,1
HOUSE/WA05 PAKOOTAS HEATHER FOLEY,1,4j2TaLiwGA8,0,1,0,0
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,1,vZuY7ee4Cgc,0,1,0,0
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,1,s5r9gJAPFy0,0,1,0,0
HOUSE/WA06 KILMER GO TO BAT FOR YOU,1,5ddflVaB6C4,0,1,0,0
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,1,I0t8UqXpBWE,0,1,0,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,0,8lQEoEVT9qY,0,1,0,0
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1,1J9KyqdcEIc,0,1,0,0
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1,1niuXXPILuI,0,1,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,1,h56PTRJ_McU,0,1,0,0
HOUSE/WI01 RYAN RIGHT SOLUTIONS,1,ikOUNSvaVI0,0,1,0,0
HOUSE/WI01 RYAN STEP UP TO THE PLATE,1,vm4tALnRNGo,0,1,0,0
HOUSE/WI01 RYAN TAX CODE A MESS,1,Heynm6KpvJo,0,1,0,0
HOUSE/WI01 RYAN TELL OUR KIDS,1,0-UFfmAhusE,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,0,vqioKjdS8z0,0,1,0,0
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,1,7Y8xrOTjEI0,1,1,0,1
HOUSE/WI06 GROTHMAN ROLLS UP HIS SLEEVES,1,UFM5OeoqDW8,0,1,0,0
HOUSE/WI06 GROTHMAN THAT TIME OF YEAR,1,cb2Tlmw63Qw,1,1,0,1
HOUSE/WI08 RIBBLE AMERICAN MANUFACTURING,1,5ALHyl5OEv0,0,1,0,0
HOUSE/WI08 RIBBLE EVERY AMERICAN,1,hVkOBqgBr_A,0,1,0,0
HOUSE/WI08 RIBBLE EVERY AMERICAN HAS THEIR DREAM,1,-Mh8eu77F70,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,0,HxullQ0MrZM,0,1,0,0
HOUSE/WI08 RIBBLE HOW BAD IS POLITICS GOTTEN,1,5vpGkwiBGqc,0,1,0,0
HOUSE/WI08 RIBBLE NO BUDGET NO PAY,1,5F8xd-V6ez0,0,1,0,0
HOUSE/WI08 RIBBLE SOLVING PROBLEMS,1,IgB0rc0uW38,0,1,0,0
HOUSE/WI08 WALL IT'S A SHAME,1,yhnygIAO9Ts,0,0,0,0
HOUSE/WI08 WALL RIBBLE FULL SCALE WAR OVER MEDICARE,1,_h7un69zax8,1,1,0,1
HOUSE/WI08 WALL WHOLE MILK AND SKIM,1,q3Sjbcd4teM,0,1,0,0
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,0,5CAdm6VcOwA,1,1,0,1
HOUSE/WV02 MOONEY LATE TERM ABORTION,1,ymHfZfUl27I,1,0,0,1
HOUSE/WV02 MOONEY MIKE HUCKABEE,1,URkM2jK_G3Q,1,1,0,0
HOUSE/WV02 MOONEY NOT ON THE BALLOT,1,GpFAF_8uYSw,1,0,0,1
HOUSE/WV02 MOONEY ON OUR SIDE,1,FHtLGz7LSUk,0,1,0,0
HOUSE/WV02 MOONEY STANDING UP TO OBAMA,1,xFmoesvya6k,0,1,0,0
HOUSE/WV03 JENKINS EACH DAY,1,S_Lm0xTej0I,1,1,0,1
HOUSE/WV03 JENKINS GOTTEN RICH,1,JnxY9d6FDak,1,0,0,1
HOUSE/WV03 JENKINS HIDING,1,PwwuK1-YRds,1,0,0,1
HOUSE/WV03 JENKINS ON A FIXED INCOME,1,Vz4K4UrNmMc,1,1,0,1
HOUSE/WV03 JENKINS WHEN HE THINKS NO ONE IS WATCHING,1,7XSs8C0s_KU,1,0,0,1
HOUSE/WV03 JENKINS&NRCC EARLENE ANGLIN,1,mXrcEpWVHqc,0,0,1,1
HOUSE/WV03 RAHALL COAL MINING JOBS,1,-Fom9f70o40,0,1,0,0
HOUSE/WV03 RAHALL FIGHTS FOR WEST VIRGINIA,1,MQiUg-Mzb-4,1,0,0,1
HOUSE/WV03 RAHALL FRIENDS,1,3E3QX3tWY2A,0,1,0,0
HOUSE/WV03 RAHALL JENKINS MINIMUM WAGE,1,G_uVPCsbEqI,1,1,1,1
HOUSE/WV03 RAHALL OPPOSED OBAMA EPA,1,MJH0eTlnM9M,1,0,0,0
HOUSE/WV03 RAHALL SNUFFER TOOK MONEY,1,GkKcei5P3rI,1,0,0,1
HOUSE/WV03 RAHALL SNUFFER'S CAMPAIGN,1,uXKxxq85SJk,1,0,0,1
HOUSE/WV03 RAHALL THEY'RE BACK,1,9dm8as9KveM,1,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,0,qy5PTqy0nWs,0,1,0,0
HOUSE/WV03 SNUFFER HAMMER,1,vSnnp5N8htU,0,1,0,0
HOUSE/WV03 SNUFFER RAHALL OBAMA WAR ON COAL,1,Vj6paT2QrQs,1,0,0,1
PRES/DNC&OBAMA THE CHOICE 60,1,-4KmSsKxFJU,0,1,1,0
PRES/DNC&OBAMA THE SAME,0,R6MTwBlJk5E,1,0,1,1
PRES/DNC&OBAMA WOMEN SPEAK JENNI,0,33NT0_MgsVU,0,1,0,0
PRES/OBAMA 537,1,3Gj8Ut6E0cA,1,0,0,1
PRES/OBAMA ALWAYS,1,Z0yK5NakN2o,0,1,0,0
PRES/OBAMA BALANCED,1,civrt8Vl35c,1,1,0,1
PRES/OBAMA BELIEVE,1,I1pPFlcGav4,1,1,1,1
PRES/OBAMA BIG BIRD,1,bZxs09eV-Vc,1,0,0,1
PRES/OBAMA BLATANT,0,sWTPRrMW6Dk,0,1,0,1
PRES/OBAMA BRIAN FROM OHIO,0,rgjTYFE2aYc,0,1,0,0
PRES/OBAMA BUSINESS EXPERIENCE,1,yn04p9-yXHY,0,0,1,1
PRES/OBAMA CARE,0,dzMHhFOdXCc,1,1,0,1
PRES/OBAMA CHALLENGES,1,4nUDg-O93GU,0,1,1,0
PRES/OBAMA CHARACTER,1,PYtdBAdHbgE,0,1,0,0
PRES/OBAMA CHILDREN,1,ncjPBUW314c,0,0,1,1
PRES/OBAMA CLEAR CHOICE,1,9xsZ45Weng0,0,1,0,0
PRES/OBAMA COLLAPSE,1,7iE5wBfM1LQ,1,0,1,1
PRES/OBAMA COME AND GO,1,bVaw5cTjxmk,1,0,0,1
PRES/OBAMA COMMITMENT,1,YvrPPj6lCHA,1,1,0,0
PRES/OBAMA CYNICAL,1,FP41ogzwsBk,1,0,1,1
PRES/OBAMA DECISION,1,1eQGoQSOOM4,0,0,1,1
PRES/OBAMA DETERMINATION 60,1,uONGtgxHjYk,0,1,1,0
PRES/OBAMA DISHONEST,1,juox7NO14KM,1,0,0,1
PRES/OBAMA EARNED,1,O50SljBBRYE,1,0,1,1
PRES/OBAMA ECONOMIC GROWTH,1,3kCnpnz16Pk,1,0,0,1
PRES/OBAMA FACTS,1,LJb6tA1cXT0,1,0,1,1
