creative,uid,train,music1,music2,music3,music4
HOUSE/NY25 SLAUGHTER STATE AUDITS SHOW,6Aj9elyd1Vg,1,1,0,0,1
HOUSE/NY25 SLAUGHTER TOUGH QUESTIONS TONIGHT,lD3_n6mXc7Y,0,1,0,0,1
HOUSE/NY25 SLAUGHTER WE CAN'T STOP FIGHTING,RyGRQrlBA2Q,1,0,1,0,0
HOUSE/NY25 SLAUGHTER&DCCC MADE IN AMERICA,fYa3DVmXdrI,1,0,1,0,0
HOUSE/NY26 MADIGAN EDUCATION IN OUR CITIES IS A CRISIS,nbCY2oQiuLw,0,0,1,0,1
HOUSE/NY26 MADIGAN THIS REGION RATED MOST HOSTILE TO BUSINESS,WfCld_MUE3Q,1,0,1,0,1
HOUSE/NY27 COLLINS JOBS,LerLQAm5Zrg,1,0,1,0,0
HOUSE/NY27 HOCHUL COLLINS FIRED WORKERS,8JNnIndE0XA,1,0,0,1,0
HOUSE/NY27 HOCHUL LEAVE MY FAMILY OUT OF IT,UIyVyHnpasM,1,1,0,0,1
HOUSE/NY27 HOCHUL LOOK IT UP,8rrXesXudWw,1,1,0,0,1
HOUSE/NY27 HOCHUL NATIONAL DEBT,ioPXI2jyYyM,0,0,1,1,0
HOUSE/NY27 HOCHUL TOUGH CHOICES,UKNEFF9O-XA,1,0,1,1,0
HOUSE/NY27 HOCHUL&NYSDC CHRIS COLLINS AND JOBS,q_yBtYgWdl8,1,0,1,1,1
HOUSE/OH01 CHABOT GROWING UP,hD2YCNsiEQ4,0,0,1,0,0
HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL,eMA_q1TWWaI,0,0,1,0,0
HOUSE/OH05 LATTA CORE VALUES,CdB03_SKw6Q,1,0,1,0,0
HOUSE/OH05 LATTA OUR DAD,zmtydf-k870,1,0,1,0,0
HOUSE/OH05 LATTA WHEN BOB WAS A BOY,8EmTJMP4Zrk,0,1,1,0,1
HOUSE/OH05 LATTA WOULDN'T KNOW IT,daO-xwnoKFM,0,0,1,0,0
HOUSE/OH05 LATTA ZIMMANN SHAME ON YOU,JHNfMTPrhVY,1,0,1,0,0
HOUSE/OH05 ZIMMANN BETTER CHOICE,bfNraG8Q2HU,1,0,1,0,0
HOUSE/OH05 ZIMMANN LATTA ASHAMED,CTxz91-SvQo,1,0,0,1,1
HOUSE/OH06 WILSON CHUCK STRIZAK ANGRY,eigPANDHjQc,1,1,1,0,0
HOUSE/OH06 WILSON JOHNNY WAUGH I WORKED HERE,0bugwJQndjI,1,1,0,0,1
HOUSE/OH06 WILSON JOHNSON FOR CHINA,3L46CMllmh4,1,1,0,0,1
HOUSE/OH06 WILSON JOHNSON NOT TRUE,igToiQH7wrY,1,1,1,0,1
HOUSE/OH06 WILSON JOHNSON OUTSOURCED,QW9RrpuvB84,1,1,1,0,1
HOUSE/OH06 WILSON THE FACTS,eORrpigjBoI,1,1,1,0,1
HOUSE/OH06 WILSON&DCCC AMERICAN JOBS,teGfyNOfH_0,1,1,1,0,1
HOUSE/OH07 GIBBS IS DIFFERENT,481OUXY731c,1,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE,wjheyrQ6UWo,1,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS FIRST TO GRADUATE COLLEGE 15,9IfFho0OcF0,0,1,1,0,1
HOUSE/OH07 HEALY-ABRAMS JOBS PLAN 15,CfqsTYKSaTE,1,0,1,0,0
HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS,DHCbvb5JtMA,1,1,0,1,1
HOUSE/OH07 HEALY-ABRAMS WHO IS GIBBS 10,zz74CXq7Jv4,1,1,0,0,1
HOUSE/OH10 NEUHARDT CONGRESSMAN DON'T USUALLY,-t1BGsixtmI,0,0,1,0,0
HOUSE/OH10 NEUHARDT JIMMY,HjOcsYTTh1o,1,0,0,1,1
HOUSE/OH12 TIBERI REGULATIONS AND TAX CODE,4vX_0dwxxyI,1,0,1,0,0
HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS,wIb71MMRRyU,0,0,1,0,0
HOUSE/OH12 TIBERI WASHINGTON ISN'T THE ONLY CHAOS,D6THpDvh6CA,1,0,1,0,0
HOUSE/OH13 SUTTON OHIO TOUGHNESS,RRS9OZ-os80,1,0,1,0,0
HOUSE/OH14 JOYCE POWER PLANT,BOT73GIBWro,1,0,1,0,0
HOUSE/OH14 JOYCE WHO IS MICHAEL WAGER,sqlUWvevsuE,1,1,1,0,1
HOUSE/OH15 STIVERS ANGELA KING,ZMWK3ZdkbMY,1,0,1,0,0
HOUSE/OH15 STIVERS DURING THE MONTH OF OCTOBER,KTdXG7QO3DE,1,1,0,0,0
HOUSE/OH15 STIVERS IT'S MORNING,RJLtQrmYaw8,1,0,1,0,1
HOUSE/OH15 STIVERS LEAD BY EXAMPLE,FAOZlnyUOuE,1,0,1,0,0
HOUSE/OH15 STIVERS THEIR FUTURE,3BiYZNqrDY4,1,0,1,1,0
HOUSE/OH16 RENACCI CANCER FUNDING ITS PERSONAL,q4JFfS8-hK0,1,0,1,0,0
HOUSE/OH16 RENACCI DEALERSHIP,mDojQ-dfslY,1,0,0,1,1
HOUSE/OH16 RENACCI WATCHED TV,Kx5cTN5S7VY,1,0,1,0,0
HOUSE/OK01 BRIDENSTINE TOM COBURN ENDORSEMENT,l-_ovjgSLKk,1,0,1,0,0
HOUSE/OK01 BRIDENSTINE WITH THE RIGHT POLICIES,NPRhmm6On3Y,1,0,1,0,0
HOUSE/OK01 OLSON I'M RUNNING FOR,ogQJwIFc8PA,1,0,1,0,0
HOUSE/OK02 MULLIN MY GRANDAD PROUDLY SERVED,5EGvNINk9XY,1,0,1,0,0
HOUSE/OK02 MULLIN RANCHER FATHER JOB CREATOR,Bidwm7fXEnY,1,0,1,0,0
HOUSE/OK02 MULLIN WALLACE WAGES A NEGATIVE CAMPAIGN REV,UFHm5e8joIc,0,1,1,0,1
HOUSE/OK02 WALLACE DIFFERENT,AKGW5nCWd5I,1,1,1,0,1
HOUSE/OK03 LUCAS EFFECTIVE VOICE,G911p1wW4fw,1,0,1,1,0
HOUSE/OK05 GUILD LANKFORD DO NOTHING,bNEm5--2uLI,1,1,1,0,1
HOUSE/OK05 GUILD LANKFORD ISN'T LISTENING TO WOMEN,R19WEU1mx5c,1,1,0,0,1
HOUSE/OK05 GUILD LANKFORD RADICAL CHANGES,qo0agV1ycEc,1,1,1,0,1
HOUSE/OK05 RUSSELL CHANGE WASHINGTON REV,IchEBBc8snI,1,0,1,0,0
HOUSE/OK05 RUSSELL FUTURE WORTH PROTECTING,47YBO9ZAqUY,1,0,1,0,0
HOUSE/OR02 WALDEN BROADBAND JOBS LAW,bDg2SZ6dJTg,0,0,1,0,1
HOUSE/OR02 WALDEN CATASTROPHIC WILDFIRES,MJ0wtx-fkrs,1,1,1,0,1
HOUSE/OR02 WALDEN SOME THINGS WE CAN AGREE ON,dMW5j-bqrOM,1,0,1,1,0
HOUSE/OR03 BLUMENAUER WE CAN MOVE FORWARD,HzRjGtubbcA,1,0,1,0,0
HOUSE/OR05 SCHRADER BARN FULL OF ANIMALS,VnbzKuaTqag,1,0,1,1,0
HOUSE/OR05 SCHRADER FOR GENERATIONS,wJ1Hcgh-6Tk,1,0,1,0,0
HOUSE/PA03 KELLY BRIANNA COMMERFORD,3EnKl5lX1p4,1,0,1,0,0
HOUSE/PA03 KELLY THIS HOUSE,kgIdvlEXEz4,1,0,1,0,0
HOUSE/PA03 KELLY WHEN I WAS A BOY,rj5vZO-z8L4,1,0,1,1,0
HOUSE/PA05 TAYLOR WOMEN'S ISSUES,Ar5PI4DaiHk,1,0,1,0,0
HOUSE/PA06 COSTELLO CHRISTINE,uS9dfcTEZpw,1,0,1,0,0
HOUSE/PA06 TRIVEDI JOINED THE MARINES,WOWgzySePOc,1,0,0,1,1
HOUSE/PA08 FITZPATRICK AS PARENTS,m_VVX1dxDIY,1,0,1,0,0
HOUSE/PA10 BRION THIS LAND,tBLtDEbP6jA,1,0,1,0,0
HOUSE/PA10 MARINO AFFORDABLE CARE ACT,oBSyJXLkujw,0,0,1,0,0
HOUSE/PA10 SCOLLO MARINO IS NOT FOR US,zy8jN7QAio0,1,0,0,1,0
HOUSE/PA11 BARLETTA FIGHTING FOR TAXPAYERS,JpZHnpTqViA,1,1,0,0,1
HOUSE/PA11 BARLETTA FIGHTING FOR US,B60_fkyE2LA,1,1,1,0,1
HOUSE/PA12 ROTHFUS ALICES,YVT-tGVD-3o,1,0,1,0,0
HOUSE/PA12 ROTHFUS ANSWER IS SIMPLE,VK-zGxUegp4,1,0,1,0,0
HOUSE/PA12 ROTHFUS CANCER,XSvkony70Kg,1,0,1,1,1
HOUSE/PA12 ROTHFUS CRITZ BROKE HIS WORD,1iZvNih3vBw,1,1,0,0,1
HOUSE/PA12 ROTHFUS CRITZ SHAME ON YOU,iTt5hIOUza4,1,1,0,0,1
HOUSE/PA12 ROTHFUS GOLF,deH47Oq68zk,1,0,1,0,0
HOUSE/PA12 ROTHFUS I CAN'T BELIEVE,ILA_g9WJARg,1,0,1,0,0
HOUSE/PA12 ROTHFUS KEITH'S BOSS,AjWdyjgGhOg,1,0,1,0,1
HOUSE/PA12 ROTHFUS SIX VETERANS,9EkFCgm8fu4,0,0,1,1,0
HOUSE/PA12 ROTHFUS&NRCC REGULAR GUY,-iV6ekGX1XM,1,0,1,0,0
HOUSE/PA15 DENT I DISAGREE,LAjPLLjTHEE,0,0,1,0,1
HOUSE/PA15 DENT IT'S ABOUT JOBS,Lf2Um7FDp_g,1,1,1,0,1
HOUSE/PA16 PITTS EVERY TIME I VOTE,rD6ONumKmgc,0,0,1,0,0
HOUSE/PA16 PITTS POLITICAL GAMES,gfJoI-lJmQk,1,0,1,0,0
HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON,wzN1G8SmROc,0,0,1,0,0
HOUSE/PA18 MAGGI MURPHY'S BUDGET PLAN,WfZdVcT2j9k,0,0,1,0,1
HOUSE/PA18 MAGGI NOT TOO BAD,DR3x5ahJcsQ,1,0,1,1,0
HOUSE/PA18 MURPHY HE WROTE,8ket6PBtBIo,1,0,1,0,1
HOUSE/RI01 CICILLINE ANDREA RYDER,PKggSrAld48,1,0,0,1,1
HOUSE/RI01 CICILLINE FOUGHT FOR THEM,bbtvA8ZWlF0,0,0,1,0,0
HOUSE/RI01 CICILLINE HELPED REV,qPUxHeIsYLc,1,0,1,1,0
HOUSE/RI01 CICILLINE NEW HEALTHCARE LAW,uHV-IwI6P80,0,1,1,0,1
HOUSE/RI01 CICILLINE SIXTY-THOUSAND OUT OF WORK,ZDVG15sdt3M,1,1,1,0,1
HOUSE/RI01 CICILLINE&DCCC BIG DIFFERENCE,QSsET3qVyUM,0,0,1,0,0
HOUSE/RI01 CICILLINE&DCCC OUTRAGEOUS ATTACKS,rfbkeruv6gc,1,0,0,1,1
HOUSE/RI02 LANGEVIN HE LISTENS TO US,lb4m3nIJEKo,1,0,1,0,0
HOUSE/RI02 LANGEVIN&RIDSC RILEY WHO IS,F2CM15XfXNI,1,0,1,0,1
HOUSE/RI02 RILEY LANGEVIN WHAT POLITICIAN,Rx47lu2EnbY,1,1,0,1,1
HOUSE/RI02 RILEY RHODOPOLY,hUyCe1pwVoE,1,1,0,0,1
HOUSE/RI02 RILEY WASHINGTON WASTING FUTURE,dVL_d8BCwK4,0,0,1,0,0
HOUSE/SC05 MULVANEY MY DAD TOLD ME,mMxGiK9YjOo,1,0,1,1,0
HOUSE/SD01 NOEM IS A FIGHTER,3sj8gc5h92I,0,0,1,0,0
HOUSE/SD01 NOEM LOSSES,aHf7wBEOBpg,1,0,1,1,0
HOUSE/SD01 NOEM TRASH DAY,GUJE9RdAXxY,1,0,1,0,0
HOUSE/SD01 NOEM WORKING FOR SOUTH DAKOTA,gsNZnSGk5X4,1,0,1,0,1
HOUSE/SD01 VARILEK HORSESHOES,MVnLSfv6uYU,1,0,1,0,0
HOUSE/SD01 VARILEK NOEM WE KNOW,ZeCLQPwgnMo,0,0,0,0,1
HOUSE/SD01 VARILEK NOEM'S NOT DOING HER CHORES,Vo_fUHaEeo0,1,1,0,0,1
HOUSE/SD01 VARILEK PEOPLE ASK ME,EBI0LsrVEGA,1,0,1,0,0
HOUSE/SD01 VARILEK SHOW UP,89l6NbBW8cc,1,0,1,0,0
HOUSE/SD01 VARILEK&SDDP NOEM ON HER PHONE,FfI7cBxLs-I,1,1,0,1,1
HOUSE/TN03 FLEISCHMANN STARTING JANUARY FIRST,pdT0XmZ6tcU,1,1,1,0,0
HOUSE/TN03 HEADRICK EXTREMELY IMPORTANT,lIBvRAs4cr4,1,0,1,0,0
HOUSE/TN04 DESJARLAIS DOES WHAT HE SAYS,7QscQwyNXJ0,1,0,1,0,0
HOUSE/TN04 STEWART CONGRESS IS A MESS,nlm-tcI6_9s,1,0,1,0,0
HOUSE/TN04 STEWART NATIONAL AND LOCAL HEADLINES,kL3naUCLT2Q,0,0,1,1,1
HOUSE/TN09 COHEN KEEP GOIN',VRWrUaY_D3o,1,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' CARS JOBS WOMEN HEALTHCARE,RzAq-kuFtu4,1,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' EDUCATION NAACP,orY4pU9tFpo,1,0,1,0,0
HOUSE/TN09 COHEN KEEP GOIN' REV,HO245bcBsKA,1,0,1,0,0
HOUSE/TN09 FLINN COHEN YOU HAD YOUR CHANCE,QfC4uTQxUDQ,1,0,0,0,0
HOUSE/TN09 FLINN OUR NEIGHBORS KNOW,tW9PWiGPhFQ,1,0,1,0,0
HOUSE/TN09 FLINN SCRAP IRON,RPSqIN5zWfo,1,0,1,0,0
HOUSE/TN09 FLINN WHERE'S COHEN,vvSSJsl8D44,1,1,1,0,1
HOUSE/TX15 HINOJOSA WHY BE A CONGRESSMAN,8iAdDiBWTq4,1,0,1,0,0
HOUSE/TX15 ZAMORA AHORA CON ZAMORA,JI_lfUuwZq8,1,0,1,0,0
"HOUSE/TX15 ZAMORA OVER 800,000 BABIES",fU5b5KuJX70,1,1,0,0,1
HOUSE/TX15 ZAMORA PAST 18 YEARS,tSQcccrFOJY,1,1,0,0,1
HOUSE/TX23 CANSECO IT'S ALL FALSE,DHjqrpGymdQ,1,0,1,0,1
HOUSE/TX23 CANSECO POWERED BY ENERGY,LUuzWq45NK0,1,0,1,0,0
HOUSE/TX23 CANSECO RACE FOR CONGRESS,tgK1tkH9UpE,1,0,0,1,0
HOUSE/TX23 CANSECO SERIOUS CROSSROADS,vyejfFjqiYg,1,0,1,0,0
HOUSE/TX23 GALLEGO CANSECO'S WRONG CHOICES,TToI5xWCVIg,0,1,1,0,1
HOUSE/TX23 GALLEGO SACRIFICE,ZNfDTlI6miU,1,0,1,1,1
HOUSE/TX23 GALLEGO&DCCC CANSECO NO TO COMBAT PAY,B_eBnf36fTE,0,1,0,0,1
HOUSE/TX23 HURD HAVE YOU HEARD,jUq15dtjYgI,1,0,1,0,0
HOUSE/TX25 WILLIAMS THE FUTURE OF AMERICA,g0zAGLm8_Z8,1,1,1,0,1
HOUSE/TX27 FARENTHOLD LOST CONFIDENCE,qTeU0OO2Fn4,1,1,0,0,0
HOUSE/TX27 FARENTHOLD VOTING,N-ciMuGLx4k,1,0,1,0,1
HOUSE/TX27 REED VETERANS DISABILITY BENEFITS,rZMntH6uU-c,1,1,1,0,0
HOUSE/TX28 CUELLAR MY JOB,tHr_BYOTC3A,0,0,1,0,0
HOUSE/TX28 CUELLAR VOTE FOR,Nk2UEWcj7lY,1,0,1,0,0
HOUSE/TX34 PUENTE-BRADSHAW MY MOTHER,js5I6SSCO54,1,0,1,0,0
HOUSE/UT04 LOVE AS OUR MAYOR,QDZrXbjPHuM,1,0,1,0,0
HOUSE/UT04 LOVE AUTUMN IN UTAH,uj8grbmS3u8,1,0,1,0,0
HOUSE/UT04 LOVE GET AWAY FROM MY TRUCK,5pDIAqaLiZo,1,0,1,0,0
HOUSE/UT04 LOVE KITCHEN TABLE,vagZJERV_S8,0,0,1,0,0
HOUSE/UT04 LOVE MATHESON WRONG ON TAX RECORD,ULcinFWGclQ,1,0,0,0,0
HOUSE/UT04 LOVE MITT ROMNEY,JtFiVg0jAk8,1,0,1,0,0
HOUSE/UT04 LOVE MUCH AT STAKE,ys_FSTGh4a0,1,0,1,0,0
HOUSE/UT04 LOVE OBAMA MAKE NO MISTAKE,I3VMYzNgD8s,0,0,1,0,0
HOUSE/UT04 LOVE ONE SIZE FITS ALL,xoWVWsl8hO4,1,1,1,0,1
HOUSE/UT04 LOVE STUDENT LOAN INDUSTRY 15,Z7L3V5bwzI0,1,0,1,0,0
HOUSE/UT04 MATHESON I'M A REPUBLICAN,AKwIIAa8e1c,0,1,1,0,0
HOUSE/UT04 MATHESON I'VE LEARNED,sg9Wn4l8AZQ,1,0,1,0,1
HOUSE/UT04 MATHESON LOVE ON EDUCATION,h7PTC0kSE6s,1,1,0,0,1
HOUSE/UT04 MATHESON NORMA,8-GKedv0ksw,1,0,1,1,1
HOUSE/VA02 HIRSCHBIEL ACCOUNTABLE,Sb2S12lcjKk,1,0,1,0,0
HOUSE/VA02 HIRSCHBIEL MARK WARNER ENDORSEMENT,HporDcWBDNA,1,0,1,0,0
HOUSE/VA02 HIRSCHBIEL PERSONAL ATTACKS,RctILbSwPqw,1,0,1,1,1
HOUSE/VA02 HIRSCHBIEL RIGELL DOESN'T SHARE MY VALUES,YloNXLyEKJE,1,1,0,1,1
HOUSE/VA02 HIRSCHBIEL TEACHER,J72gLvvsOnk,1,0,1,0,0
HOUSE/VA02 RIGELL DEFINING MOMENT FOR OUR COUNTRY,J_wjHdSR2W4,1,0,1,0,0
HOUSE/VA02 RIGELL HIRSCHBIEL A SHAME,JJIassHFztw,1,0,1,0,0
HOUSE/VA02 RIGELL JERSEY,iRPJLngbv8Y,1,0,1,0,0
HOUSE/VA02 RIGELL PERFORMANCE REVIEW,57I5WC7Ypgs,1,0,1,1,0
HOUSE/VA02 RIGELL ROUNDTABLE,8b7JKpCPFrs,0,0,1,1,0
HOUSE/VA02 RIGELL TERRI CAMPBELL,nIvquBnwWgE,0,0,1,1,0
HOUSE/VA04 FORBES LAND OF THE FREE,HJhqnLxeJsc,0,0,1,1,1
HOUSE/VA05 HURT DOUGLASS HOW MANY MORE,mucydDFCb4o,1,1,0,0,1
HOUSE/VA05 HURT DOUGLASS TOLD US,1WHVpTm5k1o,0,0,1,0,0
HOUSE/VA05 HURT WILL FIGHT WASHINGTON,5EplQcpi0gA,1,0,1,0,0
HOUSE/VA07 TRAMMELL BIG DIFFERENCE,EhL-pi5U7c8,1,1,0,1,0
HOUSE/VA07 TRAMMELL LIVE ON THIS FARM,JHzALz19ZeY,1,0,1,0,0
HOUSE/VA09 FLACCAVENTO TOM BOYLE,FTHw0RbcaXU,1,1,1,0,1
HOUSE/VA09 FLACCAVENTO&DPV MEET THE REAL MORGAN GRIFFITH,KsqsJ88UPB4,0,1,1,0,1
HOUSE/VA09 GRIFFITH IT'S ABOUT PROTECTING,ah59qTpAcTk,1,0,1,0,0
HOUSE/VA10 COMSTOCK FRANK WOLF,3c3SVliCyRA,1,0,1,0,0
HOUSE/VA10 DCCC&FOUST MAKE ABORTION ILLEGAL,iv-YscLpXuk,1,0,0,1,1
HOUSE/VA10 FOUST CREATIVELEY MISLEADING,gWW_ujBo7yk,1,1,0,0,1
HOUSE/WA01 DELBENE CONGRESS IS A MESS,uVuxCtwvMv0,0,1,1,0,0
HOUSE/WA01 DELBENE FOOTBALL REFEREE,gW4es9KUuGM,1,0,1,0,0
HOUSE/WA01 DELBENE SOME PEOPLE ARE EXTREME,_Tjl3xCu4-A,0,0,1,1,1
HOUSE/WA01 DELBENE THE BRIDGE COLLAPSE,gp2-XtiWXhk,0,0,1,1,0
HOUSE/WA03 HERRERA-BEUTLER MY STORY,ukbR46IUAIY,0,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER SOME PEOPLE ASK ME,b_mxW0gKPMY,1,0,1,0,0
HOUSE/WA03 HERRERA-BEUTLER WOULDN'T STAND FOR IT,i_jJXcJrL9g,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS DEBT,l8HIa9tmjFg,1,0,1,0,1
HOUSE/WA05 MCMORRIS-RODGERS FAIRCHILD,0wewW6EdsVw,1,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS MEANS SOMETHING SPECIAL,63LM7-ba6h0,0,0,1,0,0
HOUSE/WA05 MCMORRIS-RODGERS SERVICE MEMBERS,Kk0VVI8Z8QA,1,0,1,1,0
HOUSE/WA05 PAKOOTAS HEATHER FOLEY,4j2TaLiwGA8,1,0,1,0,0
HOUSE/WA05 PAKOOTAS HEATHER FOLEY REV,vZuY7ee4Cgc,1,0,1,0,0
HOUSE/WA05 RODGERS BIGGEST CHALLENGES,s5r9gJAPFy0,1,0,1,0,0
HOUSE/WA06 KILMER GO TO BAT FOR YOU,5ddflVaB6C4,1,0,1,0,0
HOUSE/WA08 REICHERT NATIONALLY RESPECTED SHERIFF,I0t8UqXpBWE,1,0,1,0,1
HOUSE/WA10 HECK BUSINESS THE WAY CONGRESS DOES,8lQEoEVT9qY,0,0,1,0,0
HOUSE/WI01 RYAN AMERICA HAS A CHOICE,1J9KyqdcEIc,1,0,1,0,0
HOUSE/WI01 RYAN CHOICE OF TWO FUTURES,1niuXXPILuI,1,0,1,0,0
HOUSE/WI01 RYAN PATIENT CENTERED SOLUTIONS,h56PTRJ_McU,1,0,1,0,0
HOUSE/WI01 RYAN RIGHT SOLUTIONS,ikOUNSvaVI0,1,0,1,0,0
HOUSE/WI01 RYAN STEP UP TO THE PLATE,vm4tALnRNGo,1,0,1,0,0
HOUSE/WI01 RYAN TAX CODE A MESS,Heynm6KpvJo,1,0,1,0,0
HOUSE/WI01 RYAN TELL OUR KIDS,0-UFfmAhusE,1,0,1,0,0
HOUSE/WI01 RYAN WHAT ABOUT OUR DEBT,vqioKjdS8z0,0,0,1,0,0
HOUSE/WI06 GROTHMAN POLITICIANS LOVE TWO THINGS,7Y8xrOTjEI0,1,1,1,0,1
HOUSE/WI06 GROTHMAN ROLLS UP HIS SLEEVES,UFM5OeoqDW8,1,0,1,0,0
HOUSE/WI06 GROTHMAN THAT TIME OF YEAR,cb2Tlmw63Qw,1,1,1,0,1
HOUSE/WI08 RIBBLE AMERICAN MANUFACTURING,5ALHyl5OEv0,1,0,1,0,0
HOUSE/WI08 RIBBLE EVERY AMERICAN,hVkOBqgBr_A,1,0,1,0,0
HOUSE/WI08 RIBBLE EVERY AMERICAN HAS THEIR DREAM,-Mh8eu77F70,1,0,1,0,0
HOUSE/WI08 RIBBLE FULL SCALE WAR OVER MEDICARE,HxullQ0MrZM,0,0,1,0,0
HOUSE/WI08 RIBBLE HOW BAD IS POLITICS GOTTEN,5vpGkwiBGqc,1,0,1,0,0
HOUSE/WI08 RIBBLE NO BUDGET NO PAY,5F8xd-V6ez0,1,0,1,0,0
HOUSE/WI08 RIBBLE SOLVING PROBLEMS,IgB0rc0uW38,1,0,1,0,0
HOUSE/WI08 WALL IT'S A SHAME,yhnygIAO9Ts,1,0,0,0,0
HOUSE/WI08 WALL RIBBLE FULL SCALE WAR OVER MEDICARE,_h7un69zax8,1,1,1,0,1
HOUSE/WI08 WALL WHOLE MILK AND SKIM,q3Sjbcd4teM,1,0,1,0,0
HOUSE/WV02 MOONEY BARACK OBAMA'S CANDIDATE,5CAdm6VcOwA,0,1,1,0,1
HOUSE/WV02 MOONEY LATE TERM ABORTION,ymHfZfUl27I,1,1,0,0,1
HOUSE/WV02 MOONEY MIKE HUCKABEE,URkM2jK_G3Q,1,1,1,0,0
HOUSE/WV02 MOONEY NOT ON THE BALLOT,GpFAF_8uYSw,1,1,0,0,1
HOUSE/WV02 MOONEY ON OUR SIDE,FHtLGz7LSUk,1,0,1,0,0
HOUSE/WV02 MOONEY STANDING UP TO OBAMA,xFmoesvya6k,1,0,1,0,0
HOUSE/WV03 JENKINS EACH DAY,S_Lm0xTej0I,1,1,1,0,1
HOUSE/WV03 JENKINS GOTTEN RICH,JnxY9d6FDak,1,1,0,0,1
HOUSE/WV03 JENKINS HIDING,PwwuK1-YRds,1,1,0,0,1
HOUSE/WV03 JENKINS ON A FIXED INCOME,Vz4K4UrNmMc,1,1,1,0,1
HOUSE/WV03 JENKINS WHEN HE THINKS NO ONE IS WATCHING,7XSs8C0s_KU,1,1,0,0,1
HOUSE/WV03 JENKINS&NRCC EARLENE ANGLIN,mXrcEpWVHqc,1,0,0,1,1
HOUSE/WV03 RAHALL COAL MINING JOBS,-Fom9f70o40,1,0,1,0,0
HOUSE/WV03 RAHALL FIGHTS FOR WEST VIRGINIA,MQiUg-Mzb-4,1,1,0,0,1
HOUSE/WV03 RAHALL FRIENDS,3E3QX3tWY2A,1,0,1,0,0
HOUSE/WV03 RAHALL JENKINS MINIMUM WAGE,G_uVPCsbEqI,1,1,1,1,1
HOUSE/WV03 RAHALL OPPOSED OBAMA EPA,MJH0eTlnM9M,1,1,0,0,0
HOUSE/WV03 RAHALL SNUFFER TOOK MONEY,GkKcei5P3rI,1,1,0,0,1
HOUSE/WV03 RAHALL SNUFFER'S CAMPAIGN,uXKxxq85SJk,1,1,0,0,1
HOUSE/WV03 RAHALL THEY'RE BACK,9dm8as9KveM,1,1,1,0,1
HOUSE/WV03 RAHALL WHEN MONEY TALKS,qy5PTqy0nWs,0,0,1,0,1
HOUSE/WV03 SNUFFER HAMMER,vSnnp5N8htU,1,0,1,0,0
HOUSE/WV03 SNUFFER RAHALL OBAMA WAR ON COAL,Vj6paT2QrQs,1,1,0,0,1
PRES/DNC&OBAMA THE CHOICE 60,-4KmSsKxFJU,1,0,1,1,0
PRES/DNC&OBAMA THE SAME,R6MTwBlJk5E,0,1,0,1,1
PRES/DNC&OBAMA WOMEN SPEAK JENNI,33NT0_MgsVU,0,1,1,0,0
PRES/OBAMA 537,3Gj8Ut6E0cA,1,1,0,0,1
PRES/OBAMA ALWAYS,Z0yK5NakN2o,1,0,1,0,0
PRES/OBAMA BALANCED,civrt8Vl35c,1,1,1,0,1
PRES/OBAMA BELIEVE,I1pPFlcGav4,1,1,1,1,1
PRES/OBAMA BIG BIRD,bZxs09eV-Vc,1,1,0,0,1
PRES/OBAMA BLATANT,sWTPRrMW6Dk,0,0,1,0,1
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,0,0,1,0,0
PRES/OBAMA BUSINESS EXPERIENCE,yn04p9-yXHY,1,0,0,1,1
PRES/OBAMA CARE,dzMHhFOdXCc,0,1,1,0,1
PRES/OBAMA CHALLENGES,4nUDg-O93GU,1,0,1,1,0
PRES/OBAMA CHARACTER,PYtdBAdHbgE,1,0,1,1,0
PRES/OBAMA CHILDREN,ncjPBUW314c,1,0,0,1,1
PRES/OBAMA CLEAR CHOICE,9xsZ45Weng0,1,0,1,0,0
PRES/OBAMA COLLAPSE,7iE5wBfM1LQ,1,1,0,1,1
PRES/OBAMA COME AND GO,bVaw5cTjxmk,1,1,0,0,1
PRES/OBAMA COMMITMENT,YvrPPj6lCHA,1,1,1,0,0
PRES/OBAMA CYNICAL,FP41ogzwsBk,1,1,0,1,1
PRES/OBAMA DECISION,1eQGoQSOOM4,1,0,0,1,1
PRES/OBAMA DETERMINATION 60,uONGtgxHjYk,1,0,1,1,0
PRES/OBAMA DISHONEST,juox7NO14KM,1,1,0,0,1
PRES/OBAMA EARNED,O50SljBBRYE,1,1,0,1,1
PRES/OBAMA ECONOMIC GROWTH,3kCnpnz16Pk,1,1,0,0,1
PRES/OBAMA FACTS,LJb6tA1cXT0,1,1,0,1,1
