creative,uid,feature,model,train,tone
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,music,lsvm,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,music,nsvm,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,music,knn,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,music,rf,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,music,nb,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,both,lsvm,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,both,nsvm,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,both,knn,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,both,rf,1,1
GOV/CO BEAUPREZ ITS SIMPLE,BuzCoRpcfb8,both,nb,1,1
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,text,lsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,text,nsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,text,knn,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,text,rf,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,text,nb,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,music,lsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,music,nsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,music,knn,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,music,rf,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,music,nb,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,both,lsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,both,nsvm,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,both,knn,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,both,rf,1,0
GOV/CO BEAUPREZ OPPOSES NEGATIVE ADS,pO8n630x0GA,both,nb,1,0
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,text,lsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,text,nsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,text,knn,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,text,rf,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,text,nb,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,music,lsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,music,nsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,music,knn,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,music,rf,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,music,nb,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,both,lsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,both,nsvm,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,both,knn,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,both,rf,0,1
GOV/CO BEAUPREZ UNDER JOHN HICKENLOOPER,KzA2jAYNwHY,both,nb,0,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,text,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,text,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,text,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,text,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,text,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,music,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,music,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,music,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,music,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,music,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,both,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,both,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,both,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,both,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY,sn89t5tFoMo,both,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,text,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,text,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,text,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,text,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,text,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,music,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,music,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,music,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,music,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,music,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,both,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,both,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,both,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,both,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY 60,S_p7YhlObdo,both,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,text,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,text,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,text,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,text,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,text,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,music,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,music,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,music,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,music,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,music,nb,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,both,lsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,both,nsvm,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,both,knn,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,both,rf,1,1
GOV/CT FOLEY ARE YOU HAPPY REV,GtmNQJG7s4s,both,nb,1,1
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,text,lsvm,0,1
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,text,nsvm,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,text,knn,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,text,rf,0,1
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,text,nb,0,1
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,music,lsvm,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,music,nsvm,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,music,knn,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,music,rf,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,music,nb,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,both,lsvm,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,both,nsvm,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,both,knn,0,1
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,both,rf,0,0
GOV/CT FOLEY CONNECTICUT LOST,c7cUwGf10T0,both,nb,0,0
GOV/CT FOLEY LESLIE,xRdAqQWBdew,text,lsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,text,nsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,text,knn,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,text,rf,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,text,nb,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,music,lsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,music,nsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,music,knn,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,music,rf,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,music,nb,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,both,lsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,both,nsvm,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,both,knn,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,both,rf,1,1
GOV/CT FOLEY LESLIE,xRdAqQWBdew,both,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,text,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,text,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,text,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,text,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,text,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,music,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,music,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,music,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,music,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,music,nb,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,both,lsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,both,nsvm,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,both,knn,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,both,rf,1,1
GOV/CT FOLEY MORE IMPORTANT,47Wj2ZThqjM,both,nb,1,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,text,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,text,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,text,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,text,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,text,nb,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,music,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,music,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,music,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,music,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,music,nb,0,0
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,both,lsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,both,nsvm,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,both,knn,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,both,rf,0,1
GOV/CT FOLEY NEW GOVERNOR,b1l0PowUqFg,both,nb,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,text,lsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,text,nsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,text,knn,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,text,rf,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,text,nb,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,music,lsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,music,nsvm,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,music,knn,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,music,rf,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,music,nb,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,both,lsvm,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,both,nsvm,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,both,knn,0,1
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,both,rf,0,0
GOV/CT FOLEY PROBLEM WITH THE TRUTH,ROW2288T2cI,both,nb,0,0
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,text,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,text,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,text,knn,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,text,rf,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,text,nb,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,music,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,music,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,music,knn,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,music,rf,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,music,nb,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,both,lsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,both,nsvm,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,both,knn,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,both,rf,1,1
GOV/CT FOLEY SUCCESS STORY,yohYluHEbAg,both,nb,1,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,text,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,text,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,text,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,text,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,text,nb,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,music,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,music,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,music,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,music,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,music,nb,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,both,lsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,both,nsvm,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,both,knn,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,both,rf,0,1
GOV/CT FOLEY WE HAVE A PLAN,hwoGbOdwDEU,both,nb,0,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,text,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,text,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,text,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,text,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,text,nb,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,music,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,music,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,music,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,music,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,music,nb,1,0
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,both,lsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,both,nsvm,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,both,knn,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,both,rf,1,1
GOV/DE MARKELL LOSING JOBS 60,wdWYz9dhNaw,both,nb,1,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,text,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,text,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,text,knn,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,text,rf,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,text,nb,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,music,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,music,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,music,knn,0,0
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,music,rf,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,music,nb,0,0
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,both,lsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,both,nsvm,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,both,knn,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,both,rf,0,1
GOV/DE MARKELL RACE TO THE TOP,7C1nQIdYfIU,both,nb,0,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,text,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,text,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,text,knn,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,text,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,text,nb,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,music,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,music,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,music,knn,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,music,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,music,nb,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,both,lsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,both,nsvm,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,both,knn,1,1
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,both,rf,1,0
GOV/FL CRIST KEEPS SAYING IT,hUZ0XVmgxMg,both,nb,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,text,lsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,text,nsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,text,knn,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,text,rf,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,text,nb,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,music,lsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,music,nsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,music,knn,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,music,rf,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,music,nb,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,both,lsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,both,nsvm,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,both,knn,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,both,rf,1,0
GOV/FL CRIST PRIVATE JET,EUK-6XL4Bac,both,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,text,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,text,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,text,knn,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,text,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,text,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,music,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,music,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,music,knn,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,music,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,music,nb,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,both,lsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,both,nsvm,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,both,knn,1,1
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,both,rf,1,0
GOV/FL CRIST UNHEALTHY PROFITS,kiLxUAd0Y_g,both,nb,1,0
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,text,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,text,nsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,text,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,text,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,text,nb,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,music,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,music,nsvm,1,0
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,music,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,music,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,music,nb,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,both,lsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,both,nsvm,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,both,knn,1,1
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,both,rf,1,0
GOV/FL SCOTT RUDY GIULIANI,CN4bWd347JI,both,nb,1,1
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,text,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,text,nsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,text,knn,1,1
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,text,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,text,nb,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,music,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,music,nsvm,1,1
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,music,knn,1,1
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,music,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,music,nb,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,both,lsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,both,nsvm,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,both,knn,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,both,rf,1,0
GOV/GA CARTER CAME INTO OFFICE,MI-mMUa01-g,both,nb,1,0
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,text,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,text,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,text,knn,1,0
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,text,rf,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,text,nb,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,music,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,music,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,music,knn,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,music,rf,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,music,nb,1,0
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,both,lsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,both,nsvm,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,both,knn,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,both,rf,1,1
GOV/GA CARTER CAPITOL TODAY,8VjivaNnYvA,both,nb,1,1
GOV/GA CARTER DEAL TALKS ABOUT,ufOCku0DvI4,text,lsvm,1,1
GOV/GA CARTER DEAL TALKS ABOUT,ufOCku0DvI4,text,nsvm,1,1
GOV/GA CARTER DEAL TALKS ABOUT,ufOCku0DvI4,text,knn,1,1
GOV/GA CARTER DEAL TALKS ABOUT,ufOCku0DvI4,text,rf,1,1
